"","blockcollect","ID","condition","p","trialcollect"
"1264","test",22,"ind",0.000791997066698968,48
"1265","test",22,"ind",0.0737177282571793,49
"1266","test",22,"ind",0.115246802568436,50
"1267","test",22,"ind",7.09735832060687e-05,51
"1268","test",22,"ind",0.00070713518653065,52
"1269","test",22,"ind",0.357956498861313,53
"1270","test",22,"ind",0.00275616254657507,54
"1271","test",22,"ind",1.63860750035383e-05,55
"1272","test",22,"ind",0.0389689691364765,56
"1273","test",22,"ind",0.00231895549222827,57
"1274","test",22,"ind",0.228589624166489,58
"1275","test",22,"ind",0.000464758806629106,59
"1276","test",22,"ind",0.028143310919404,60
"1277","test",22,"ind",0.00100826111156493,61
"1278","test",22,"ind",0.19588828086853,62
"1279","test",22,"ind",0.00781663320958614,63
"1280","test",22,"ind",0.0247401595115662,64
